timestamp,id,key,project_id,project_key,parent_id,parent_key,type_id,type_name,status_id,status_name
2022-01-20T15:53:00.213-0500,15621,GOD-126,10081,GOD,null,null,10256,Story,10267,Done
2022-01-17T10:05:04.823-0500,15621,GOD-126,10081,GOD,null,null,10256,Story,10266,In Progress
2022-01-13T11:22:27.880-0500,15620,GOD-125,10081,GOD,15418,GOD-26,10256,Story,10265,To Do
2022-01-18T10:07:01.739-0500,15620,GOD-125,10081,GOD,15418,GOD-26,10256,Story,10267,Done
2022-01-13T11:23:14.137-0500,15620,GOD-125,10081,GOD,15418,GOD-26,10256,Story,10266,In Progress
2022-01-11T15:58:57.863-0500,15614,GOD-124,10081,GOD,15399,GOD-7,10260,Sous-tâche,10265,To Do
2022-01-20T15:59:01.649-0500,15614,GOD-124,10081,GOD,15399,GOD-7,10260,Sous-tâche,10267,Done
2022-01-11T15:58:10.760-0500,15613,GOD-123,10081,GOD,15399,GOD-7,10260,Sous-tâche,10265,To Do
2022-01-11T15:58:21.738-0500,15613,GOD-123,10081,GOD,15399,GOD-7,10260,Sous-tâche,10267,Done
2022-01-11T15:58:19.797-0500,15613,GOD-123,10081,GOD,15399,GOD-7,10260,Sous-tâche,10266,In Progress
2022-01-11T10:22:10.383-0500,15612,GOD-122,10081,GOD,15418,GOD-26,10256,Story,10265,To Do
2022-01-21T13:35:44.977-0500,15612,GOD-122,10081,GOD,15418,GOD-26,10256,Story,10267,Done
2022-01-21T13:26:41.531-0500,15612,GOD-122,10081,GOD,15418,GOD-26,10256,Story,10266,In Progress
2022-01-19T09:13:13.935-0500,15612,GOD-122,10081,GOD,15418,GOD-26,10256,Story,10267,Done
2022-01-17T10:08:37.315-0500,15612,GOD-122,10081,GOD,15418,GOD-26,10256,Story,10266,In Progress
2022-01-17T10:05:06.823-0500,15612,GOD-122,10081,GOD,15418,GOD-26,10256,Story,10265,To Do
2022-01-14T09:20:03.909-0500,15612,GOD-122,10081,GOD,15418,GOD-26,10256,Story,10266,In Progress
2022-01-13T15:09:58.935-0500,15612,GOD-122,10081,GOD,15418,GOD-26,10256,Story,10267,Done
2022-01-11T10:23:42.111-0500,15612,GOD-122,10081,GOD,15418,GOD-26,10256,Story,10266,In Progress
2022-01-10T11:21:59.772-0500,15606,GOD-121,10081,GOD,15529,GOD-77,10256,Story,10265,To Do
2022-01-11T10:09:04.573-0500,15606,GOD-121,10081,GOD,15529,GOD-77,10256,Story,10267,Done
2022-01-10T11:26:24.563-0500,15606,GOD-121,10081,GOD,15529,GOD-77,10256,Story,10266,In Progress
2022-01-06T17:35:22.983-0500,15599,GOD-119,10081,GOD,null,null,10256,Story,10265,To Do
2022-01-07T17:09:27.497-0500,15599,GOD-119,10081,GOD,null,null,10256,Story,10267,Done
2022-01-06T17:36:23.965-0500,15599,GOD-119,10081,GOD,null,null,10256,Story,10266,In Progress
2022-01-05T15:44:49.294-0500,15596,GOD-118,10081,GOD,15590,GOD-112,10256,Story,10265,To Do
2022-01-05T15:31:07.611-0500,15595,GOD-117,10081,GOD,15588,GOD-110,10256,Story,10265,To Do
2022-01-05T15:29:33.325-0500,15594,GOD-116,10081,GOD,15588,GOD-110,10256,Story,10265,To Do
2022-01-05T15:27:48.140-0500,15593,GOD-115,10081,GOD,15588,GOD-110,10256,Story,10265,To Do
2022-01-05T15:26:52.260-0500,15592,GOD-114,10081,GOD,15588,GOD-110,10256,Story,10265,To Do
2022-01-05T15:26:19.806-0500,15591,GOD-113,10081,GOD,15588,GOD-110,10256,Story,10265,To Do
2022-01-05T15:24:51.553-0500,15590,GOD-112,10081,GOD,null,null,10259,Epic,10265,To Do
2022-01-05T15:23:54.097-0500,15588,GOD-110,10081,GOD,null,null,10259,Epic,10265,To Do
2022-01-05T15:23:19.502-0500,15587,GOD-109,10081,GOD,15539,GOD-87,10256,Story,10265,To Do
2022-01-05T15:17:43.697-0500,15586,GOD-108,10081,GOD,15539,GOD-87,10256,Story,10265,To Do
2022-01-05T15:17:06.703-0500,15585,GOD-107,10081,GOD,15539,GOD-87,10256,Story,10265,To Do
2022-01-05T15:16:53.482-0500,15584,GOD-106,10081,GOD,15539,GOD-87,10256,Story,10265,To Do
2022-01-05T13:26:35.381-0500,15583,GOD-105,10081,GOD,15529,GOD-77,10256,Story,10265,To Do
2022-01-07T15:28:02.079-0500,15583,GOD-105,10081,GOD,15529,GOD-77,10256,Story,10267,Done
2022-01-07T13:25:40.649-0500,15583,GOD-105,10081,GOD,15529,GOD-77,10256,Story,10266,In Progress
2022-01-05T13:25:34.942-0500,15582,GOD-104,10081,GOD,15529,GOD-77,10256,Story,10265,To Do
2022-01-07T14:38:43.558-0500,15582,GOD-104,10081,GOD,15529,GOD-77,10256,Story,10267,Done
2022-01-06T10:57:50.650-0500,15582,GOD-104,10081,GOD,15529,GOD-77,10256,Story,10266,In Progress
2022-01-05T11:20:21.523-0500,15581,GOD-103,10081,GOD,null,null,10256,Story,10265,To Do
2022-01-05T11:45:38.581-0500,15581,GOD-103,10081,GOD,null,null,10256,Story,10267,Done
2021-12-17T16:01:57.383-0500,15570,GOD-101,10081,GOD,15518,GOD-66,10260,Sous-tâche,10265,To Do
2021-12-20T16:25:21.821-0500,15570,GOD-101,10081,GOD,15518,GOD-66,10260,Sous-tâche,10267,Done
2021-12-17T16:17:51.935-0500,15570,GOD-101,10081,GOD,15518,GOD-66,10260,Sous-tâche,10266,In Progress
2021-12-17T10:42:02.597-0500,15569,GOD-100,10081,GOD,null,null,10256,Story,10265,To Do
2022-01-03T15:00:02.610-0500,15569,GOD-100,10081,GOD,null,null,10256,Story,10267,Done
2021-12-17T10:42:46.472-0500,15569,GOD-100,10081,GOD,null,null,10256,Story,10266,In Progress
2021-12-17T10:32:52.356-0500,15568,GOD-99,10081,GOD,15518,GOD-66,10260,Sous-tâche,10265,To Do
2021-12-17T16:17:48.433-0500,15568,GOD-99,10081,GOD,15518,GOD-66,10260,Sous-tâche,10267,Done
2021-12-17T10:32:44.254-0500,15567,GOD-98,10081,GOD,15518,GOD-66,10260,Sous-tâche,10265,To Do
2021-12-17T12:26:29.856-0500,15567,GOD-98,10081,GOD,15518,GOD-66,10260,Sous-tâche,10267,Done
2021-12-16T09:45:34.669-0500,15560,GOD-97,10081,GOD,15530,GOD-78,10260,Sous-tâche,10265,To Do
2021-12-20T16:24:19.851-0500,15560,GOD-97,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-16T14:30:35.007-0500,15560,GOD-97,10081,GOD,15530,GOD-78,10260,Sous-tâche,10266,In Progress
2021-12-16T13:50:03.630-0500,15560,GOD-97,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-16T09:45:31.703-0500,15559,GOD-96,10081,GOD,15530,GOD-78,10260,Sous-tâche,10265,To Do
2021-12-18T12:49:27.241-0500,15559,GOD-96,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-16T14:30:36.722-0500,15559,GOD-96,10081,GOD,15530,GOD-78,10260,Sous-tâche,10266,In Progress
2021-12-16T13:50:01.582-0500,15559,GOD-96,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-16T09:28:46.834-0500,15558,GOD-95,10081,GOD,15530,GOD-78,10260,Sous-tâche,10265,To Do
2021-12-17T09:07:10.998-0500,15558,GOD-95,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-16T09:29:03.343-0500,15558,GOD-95,10081,GOD,15530,GOD-78,10260,Sous-tâche,10266,In Progress
2021-12-15T15:04:12.691-0500,15556,GOD-94,10081,GOD,15530,GOD-78,10260,Sous-tâche,10265,To Do
2021-12-15T17:02:22.460-0500,15556,GOD-94,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-15T15:04:19.470-0500,15556,GOD-94,10081,GOD,15530,GOD-78,10260,Sous-tâche,10266,In Progress
2021-12-15T10:13:29.779-0500,15552,GOD-93,10081,GOD,15530,GOD-78,10260,Sous-tâche,10265,To Do
2021-12-16T13:49:47.062-0500,15552,GOD-93,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-15T10:13:25.029-0500,15551,GOD-92,10081,GOD,15530,GOD-78,10260,Sous-tâche,10265,To Do
2021-12-16T14:30:51.711-0500,15551,GOD-92,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-16T14:30:32.704-0500,15551,GOD-92,10081,GOD,15530,GOD-78,10260,Sous-tâche,10266,In Progress
2021-12-16T13:49:41.201-0500,15551,GOD-92,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-15T10:23:35.497-0500,15551,GOD-92,10081,GOD,15530,GOD-78,10260,Sous-tâche,10266,In Progress
2021-12-15T10:23:32.117-0500,15551,GOD-92,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-15T10:13:14.106-0500,15550,GOD-91,10081,GOD,15530,GOD-78,10260,Sous-tâche,10265,To Do
2021-12-15T10:47:08.611-0500,15550,GOD-91,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-15T10:16:08.193-0500,15550,GOD-91,10081,GOD,15530,GOD-78,10260,Sous-tâche,10266,In Progress
2021-12-15T10:12:31.584-0500,15549,GOD-90,10081,GOD,15530,GOD-78,10260,Sous-tâche,10265,To Do
2021-12-15T10:49:36.015-0500,15549,GOD-90,10081,GOD,15530,GOD-78,10260,Sous-tâche,10267,Done
2021-12-10T14:34:21.529-0500,15541,GOD-89,10081,GOD,15529,GOD-77,10256,Story,10265,To Do
2021-12-10T14:34:09.760-0500,15540,GOD-88,10081,GOD,15529,GOD-77,10256,Story,10265,To Do
2021-12-10T14:27:58.616-0500,15539,GOD-87,10081,GOD,null,null,10259,Epic,10265,To Do
2021-12-10T14:23:16.117-0500,15538,GOD-86,10081,GOD,15539,GOD-87,10256,Story,10265,To Do
2022-01-05T11:41:49.203-0500,15538,GOD-86,10081,GOD,15539,GOD-87,10256,Story,10266,In Progress
2021-12-10T14:22:59.349-0500,15537,GOD-85,10081,GOD,15539,GOD-87,10256,Story,10265,To Do
2022-01-05T11:41:57.944-0500,15537,GOD-85,10081,GOD,15539,GOD-87,10256,Story,10266,In Progress
2021-12-10T14:20:10.458-0500,15536,GOD-84,10081,GOD,15416,GOD-24,10256,Story,10265,To Do
2022-02-03T10:17:18.753-0500,15536,GOD-84,10081,GOD,15416,GOD-24,10256,Story,10267,Done
2022-01-20T13:00:59.361-0500,15536,GOD-84,10081,GOD,15416,GOD-24,10256,Story,10266,In Progress
2022-01-05T11:46:20.945-0500,15536,GOD-84,10081,GOD,15416,GOD-24,10256,Story,10265,To Do
2022-01-05T11:45:56.715-0500,15536,GOD-84,10081,GOD,15416,GOD-24,10256,Story,10266,In Progress
2021-12-10T14:17:46.418-0500,15535,GOD-83,10081,GOD,15416,GOD-24,10256,Story,10265,To Do
2022-03-08T10:06:12.984-0500,15535,GOD-83,10081,GOD,15416,GOD-24,10256,Story,10267,Done
2022-02-11T10:29:21.894-0500,15535,GOD-83,10081,GOD,15416,GOD-24,10256,Story,10266,In Progress
2022-01-05T11:46:19.771-0500,15535,GOD-83,10081,GOD,15416,GOD-24,10256,Story,10265,To Do
2022-01-05T11:46:10.982-0500,15535,GOD-83,10081,GOD,15416,GOD-24,10256,Story,10266,In Progress
2021-12-10T14:17:24.534-0500,15534,GOD-82,10081,GOD,15416,GOD-24,10256,Story,10265,To Do
2022-02-15T10:03:07.651-0500,15534,GOD-82,10081,GOD,15416,GOD-24,10256,Story,10267,Done
2022-02-09T15:12:30.887-0500,15534,GOD-82,10081,GOD,15416,GOD-24,10256,Story,10266,In Progress
