,from_status,to_status,key,to_date,issue_type,project_key,parent_key,version,from_date,event_type,control_date
0,Open,Resolved,CART-987,2022-01-04 07:27:02.766000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-04 07:27:02.766000-08:00,status_change,2022-01-04 07:27:02.766000-08:00
1,Open,Resolved,CART-987,2022-01-04 07:27:02.766000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-04 07:27:02.766000-08:00,status_change,2022-01-04 07:27:02.766000-08:00
2,Open,Resolved,CART-987,2022-01-04 07:27:02.766000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-04 07:27:02.766000-08:00,status_change,2022-01-04 07:27:02.766000-08:00
3,Open,Resolved,CART-987,2022-01-04 07:27:02.766000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-04 07:27:02.766000-08:00,status_change,2022-01-04 07:27:02.766000-08:00
4,Open,Resolved,CART-987,2022-01-04 07:27:02.766000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-04 07:27:02.766000-08:00,status_change,2022-01-04 07:27:02.766000-08:00
5,Open,Resolved,CART-987,2022-01-04 07:27:02.766000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-04 07:27:02.766000-08:00,status_change,2022-01-04 07:27:02.766000-08:00
6,Open,Resolved,CART-987,2022-01-04 07:27:02.766000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-04 07:27:02.766000-08:00,status_change,2022-01-04 07:27:02.766000-08:00
7,Open,Resolved,CART-987,2022-01-04 07:27:02.766000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-04 07:27:02.766000-08:00,status_change,2022-01-04 07:27:02.766000-08:00
8,Open,Resolved,CART-987,2022-01-04 07:27:02.766000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-11-15 22:03:36.418000-08:00,status_change,2022-01-04 07:27:02.766000-08:00
9,Open,To Do,CART-983,2022-09-28 09:01:53.573000-07:00,Story,CART,CART-991,"2.4 Community Release,2.4 Community Release,2.4 Community Release",2022-09-28 09:01:53.573000-07:00,status_change,2022-09-28 09:01:53.573000-07:00
10,Open,To Do,CART-983,2022-09-28 09:01:53.573000-07:00,Story,CART,CART-991,"2.4 Community Release,2.4 Community Release,2.4 Community Release",2022-09-28 09:01:53.573000-07:00,status_change,2022-09-28 09:01:53.573000-07:00
11,Open,To Do,CART-983,2022-09-28 09:01:53.573000-07:00,Story,CART,CART-991,"2.4 Community Release,2.4 Community Release,2.4 Community Release",2022-09-28 09:01:53.573000-07:00,status_change,2022-09-28 09:01:53.573000-07:00
12,Open,To Do,CART-983,2022-09-28 09:01:53.573000-07:00,Story,CART,CART-991,"2.4 Community Release,2.4 Community Release,2.4 Community Release",2022-09-28 09:01:53.573000-07:00,status_change,2022-09-28 09:01:53.573000-07:00
13,Open,To Do,CART-983,2022-09-28 09:01:53.573000-07:00,Story,CART,CART-991,"2.4 Community Release,2.4 Community Release,2.4 Community Release",2022-09-28 09:01:53.573000-07:00,status_change,2022-09-28 09:01:53.573000-07:00
14,Open,To Do,CART-983,2022-09-28 09:01:53.573000-07:00,Story,CART,CART-991,"2.4 Community Release,2.4 Community Release,2.4 Community Release",2022-09-28 09:01:53.573000-07:00,status_change,2022-09-28 09:01:53.573000-07:00
15,Open,To Do,CART-983,2022-09-28 09:01:53.573000-07:00,Story,CART,CART-991,"2.4 Community Release,2.4 Community Release,2.4 Community Release",2022-09-28 09:01:53.573000-07:00,status_change,2022-09-28 09:01:53.573000-07:00
16,Open,To Do,CART-983,2022-09-28 09:01:53.573000-07:00,Story,CART,CART-991,"2.4 Community Release,2.4 Community Release,2.4 Community Release",2021-09-28 09:24:52.691000-07:00,status_change,2022-09-28 09:01:53.573000-07:00
17,Open,To Do,CART-983,2022-09-28 09:01:53.573000-07:00,Story,CART,CART-991,"2.4 Community Release,2.4 Community Release,2.4 Community Release",2022-09-28 09:01:53.573000-07:00,status_change,2022-09-28 09:01:53.573000-07:00
18,In Progress,Resolved,CART-981,2021-09-24 20:04:24.145000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-23 10:53:43.513000-07:00,status_change,2021-09-24 20:04:24.145000-07:00
19,In Progress,Resolved,CART-981,2021-09-24 20:04:24.145000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-24 20:04:24.145000-07:00,status_change,2021-09-24 20:04:24.145000-07:00
20,In Progress,Resolved,CART-981,2021-09-24 20:04:24.145000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-24 20:04:24.145000-07:00,status_change,2021-09-24 20:04:24.145000-07:00
21,Open,In Progress,CART-981,2021-09-23 10:53:43.513000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-23 10:53:43.513000-07:00,status_change,2021-09-23 10:53:43.513000-07:00
22,Open,In Progress,CART-981,2021-09-23 10:53:43.513000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-23 10:53:43.513000-07:00,status_change,2021-09-23 10:53:43.513000-07:00
23,Open,In Progress,CART-981,2021-09-23 10:53:43.513000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-23 10:53:43.513000-07:00,status_change,2021-09-23 10:53:43.513000-07:00
24,In Progress,Resolved,CART-981,2021-09-24 20:04:24.145000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-24 20:04:24.145000-07:00,status_change,2021-09-24 20:04:24.145000-07:00
25,In Progress,Resolved,CART-981,2021-09-24 20:04:24.145000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-24 20:04:24.145000-07:00,status_change,2021-09-24 20:04:24.145000-07:00
26,In Progress,Resolved,CART-981,2021-09-24 20:04:24.145000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-24 20:04:24.145000-07:00,status_change,2021-09-24 20:04:24.145000-07:00
27,Open,In Progress,CART-981,2021-09-23 10:53:43.513000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-23 10:53:43.513000-07:00,status_change,2021-09-23 10:53:43.513000-07:00
28,Open,In Progress,CART-981,2021-09-23 10:53:43.513000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-23 10:53:43.513000-07:00,status_change,2021-09-23 10:53:43.513000-07:00
29,Open,In Progress,CART-981,2021-09-23 10:53:43.513000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-23 10:53:43.513000-07:00,status_change,2021-09-23 10:53:43.513000-07:00
30,In Progress,Resolved,CART-981,2021-09-24 20:04:24.145000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-24 20:04:24.145000-07:00,status_change,2021-09-24 20:04:24.145000-07:00
31,In Progress,Resolved,CART-981,2021-09-24 20:04:24.145000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-24 20:04:24.145000-07:00,status_change,2021-09-24 20:04:24.145000-07:00
32,In Progress,Resolved,CART-981,2021-09-24 20:04:24.145000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-24 20:04:24.145000-07:00,status_change,2021-09-24 20:04:24.145000-07:00
33,Open,In Progress,CART-981,2021-09-23 10:53:43.513000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-23 10:53:43.513000-07:00,status_change,2021-09-23 10:53:43.513000-07:00
34,Open,In Progress,CART-981,2021-09-23 10:53:43.513000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-22 18:52:51.388000-07:00,status_change,2021-09-23 10:53:43.513000-07:00
35,Open,In Progress,CART-981,2021-09-23 10:53:43.513000-07:00,Story,CART,CART-418,"2.0 Community Release,2.0 Community Release,2.0 Community Release",2021-09-23 10:53:43.513000-07:00,status_change,2021-09-23 10:53:43.513000-07:00
36,In Progress,Resolved,CART-976,2021-08-31 13:21:52.460000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-31 13:21:52.460000-07:00,status_change,2021-08-31 13:21:52.460000-07:00
37,In Progress,Resolved,CART-976,2021-08-31 13:21:52.460000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-31 13:21:52.460000-07:00,status_change,2021-08-31 13:21:52.460000-07:00
38,In Progress,Resolved,CART-976,2021-08-31 13:21:52.460000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-24 07:16:06.972000-07:00,status_change,2021-08-31 13:21:52.460000-07:00
39,Open,In Progress,CART-976,2021-08-24 07:16:06.972000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-24 07:16:06.972000-07:00,status_change,2021-08-24 07:16:06.972000-07:00
40,Open,In Progress,CART-976,2021-08-24 07:16:06.972000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-24 07:16:06.972000-07:00,status_change,2021-08-24 07:16:06.972000-07:00
41,Open,In Progress,CART-976,2021-08-24 07:16:06.972000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-24 07:16:06.972000-07:00,status_change,2021-08-24 07:16:06.972000-07:00
42,In Progress,Resolved,CART-976,2021-08-31 13:21:52.460000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-31 13:21:52.460000-07:00,status_change,2021-08-31 13:21:52.460000-07:00
43,In Progress,Resolved,CART-976,2021-08-31 13:21:52.460000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-31 13:21:52.460000-07:00,status_change,2021-08-31 13:21:52.460000-07:00
44,In Progress,Resolved,CART-976,2021-08-31 13:21:52.460000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-31 13:21:52.460000-07:00,status_change,2021-08-31 13:21:52.460000-07:00
45,Open,In Progress,CART-976,2021-08-24 07:16:06.972000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-24 07:16:06.972000-07:00,status_change,2021-08-24 07:16:06.972000-07:00
46,Open,In Progress,CART-976,2021-08-24 07:16:06.972000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-24 07:16:06.972000-07:00,status_change,2021-08-24 07:16:06.972000-07:00
47,Open,In Progress,CART-976,2021-08-24 07:16:06.972000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-24 07:16:06.972000-07:00,status_change,2021-08-24 07:16:06.972000-07:00
48,In Progress,Resolved,CART-976,2021-08-31 13:21:52.460000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-31 13:21:52.460000-07:00,status_change,2021-08-31 13:21:52.460000-07:00
49,In Progress,Resolved,CART-976,2021-08-31 13:21:52.460000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-31 13:21:52.460000-07:00,status_change,2021-08-31 13:21:52.460000-07:00
50,In Progress,Resolved,CART-976,2021-08-31 13:21:52.460000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-31 13:21:52.460000-07:00,status_change,2021-08-31 13:21:52.460000-07:00
51,Open,In Progress,CART-976,2021-08-24 07:16:06.972000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-24 07:16:06.972000-07:00,status_change,2021-08-24 07:16:06.972000-07:00
52,Open,In Progress,CART-976,2021-08-24 07:16:06.972000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-24 07:16:06.972000-07:00,status_change,2021-08-24 07:16:06.972000-07:00
53,Open,In Progress,CART-976,2021-08-24 07:16:06.972000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-16 09:24:03-07:00,status_change,2021-08-24 07:16:06.972000-07:00
54,In Progress,Resolved,CART-975,2022-01-13 06:43:25.312000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-13 06:43:25.312000-08:00,status_change,2022-01-13 06:43:25.312000-08:00
55,In Progress,Resolved,CART-975,2022-01-13 06:43:25.312000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-13 06:43:25.312000-08:00,status_change,2022-01-13 06:43:25.312000-08:00
56,In Progress,Resolved,CART-975,2022-01-13 06:43:25.312000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-13 06:43:25.312000-08:00,status_change,2022-01-13 06:43:25.312000-08:00
57,Open,In Progress,CART-975,2021-10-29 11:26:50.500000-07:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-10-29 11:26:50.500000-07:00,status_change,2021-10-29 11:26:50.500000-07:00
58,Open,In Progress,CART-975,2021-10-29 11:26:50.500000-07:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-10-29 11:26:50.500000-07:00,status_change,2021-10-29 11:26:50.500000-07:00
59,Open,In Progress,CART-975,2021-10-29 11:26:50.500000-07:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-10-29 11:26:50.500000-07:00,status_change,2021-10-29 11:26:50.500000-07:00
60,In Progress,Resolved,CART-975,2022-01-13 06:43:25.312000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-13 06:43:25.312000-08:00,status_change,2022-01-13 06:43:25.312000-08:00
61,In Progress,Resolved,CART-975,2022-01-13 06:43:25.312000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-13 06:43:25.312000-08:00,status_change,2022-01-13 06:43:25.312000-08:00
62,In Progress,Resolved,CART-975,2022-01-13 06:43:25.312000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-13 06:43:25.312000-08:00,status_change,2022-01-13 06:43:25.312000-08:00
63,Open,In Progress,CART-975,2021-10-29 11:26:50.500000-07:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-10-29 11:26:50.500000-07:00,status_change,2021-10-29 11:26:50.500000-07:00
64,Open,In Progress,CART-975,2021-10-29 11:26:50.500000-07:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-06 10:21:39-07:00,status_change,2021-10-29 11:26:50.500000-07:00
65,Open,In Progress,CART-975,2021-10-29 11:26:50.500000-07:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-10-29 11:26:50.500000-07:00,status_change,2021-10-29 11:26:50.500000-07:00
66,In Progress,Resolved,CART-975,2022-01-13 06:43:25.312000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-13 06:43:25.312000-08:00,status_change,2022-01-13 06:43:25.312000-08:00
67,In Progress,Resolved,CART-975,2022-01-13 06:43:25.312000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-10-29 11:26:50.500000-07:00,status_change,2022-01-13 06:43:25.312000-08:00
68,In Progress,Resolved,CART-975,2022-01-13 06:43:25.312000-08:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2022-01-13 06:43:25.312000-08:00,status_change,2022-01-13 06:43:25.312000-08:00
69,Open,In Progress,CART-975,2021-10-29 11:26:50.500000-07:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-10-29 11:26:50.500000-07:00,status_change,2021-10-29 11:26:50.500000-07:00
70,Open,In Progress,CART-975,2021-10-29 11:26:50.500000-07:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-10-29 11:26:50.500000-07:00,status_change,2021-10-29 11:26:50.500000-07:00
71,Open,In Progress,CART-975,2021-10-29 11:26:50.500000-07:00,Story,CART,CART-418,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-10-29 11:26:50.500000-07:00,status_change,2021-10-29 11:26:50.500000-07:00
72,In Progress,Resolved,CART-974,2021-09-21 13:28:50.303000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-26 10:33:11.047000-07:00,status_change,2021-09-21 13:28:50.303000-07:00
73,In Progress,Resolved,CART-974,2021-09-21 13:28:50.303000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-09-21 13:28:50.303000-07:00,status_change,2021-09-21 13:28:50.303000-07:00
74,In Progress,Resolved,CART-974,2021-09-21 13:28:50.303000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-09-21 13:28:50.303000-07:00,status_change,2021-09-21 13:28:50.303000-07:00
75,In Review,In Progress,CART-974,2021-08-26 10:33:11.047000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-12 11:27:14-07:00,status_change,2021-08-26 10:33:11.047000-07:00
76,In Review,In Progress,CART-974,2021-08-26 10:33:11.047000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-26 10:33:11.047000-07:00,status_change,2021-08-26 10:33:11.047000-07:00
77,In Review,In Progress,CART-974,2021-08-26 10:33:11.047000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-26 10:33:11.047000-07:00,status_change,2021-08-26 10:33:11.047000-07:00
78,In Progress,In Review,CART-974,2021-08-12 11:27:14-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-12 11:27:14-07:00,status_change,2021-08-12 11:27:14-07:00
79,In Progress,In Review,CART-974,2021-08-12 11:27:14-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-12 11:27:14-07:00,status_change,2021-08-12 11:27:14-07:00
80,In Progress,In Review,CART-974,2021-08-12 11:27:14-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-12 11:27:14-07:00,status_change,2021-08-12 11:27:14-07:00
81,In Review,In Progress,CART-974,2021-08-03 12:17:03-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-03 12:17:03-07:00,status_change,2021-08-03 12:17:03-07:00
82,In Review,In Progress,CART-974,2021-08-03 12:17:03-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-03 12:17:03-07:00,status_change,2021-08-03 12:17:03-07:00
83,In Review,In Progress,CART-974,2021-08-03 12:17:03-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-03 12:17:03-07:00,status_change,2021-08-03 12:17:03-07:00
84,In Progress,In Review,CART-974,2021-07-22 09:50:19-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-09 10:44:59-07:00,status_change,2021-07-22 09:50:19-07:00
85,In Progress,In Review,CART-974,2021-07-22 09:50:19-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-22 09:50:19-07:00,status_change,2021-07-22 09:50:19-07:00
86,In Progress,In Review,CART-974,2021-07-22 09:50:19-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-22 09:50:19-07:00,status_change,2021-07-22 09:50:19-07:00
87,Open,In Progress,CART-974,2021-07-09 10:44:59-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-06 12:22:07-07:00,status_change,2021-07-09 10:44:59-07:00
88,Open,In Progress,CART-974,2021-07-09 10:44:59-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-09 10:44:59-07:00,status_change,2021-07-09 10:44:59-07:00
89,Open,In Progress,CART-974,2021-07-09 10:44:59-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-09 10:44:59-07:00,status_change,2021-07-09 10:44:59-07:00
90,In Progress,Resolved,CART-974,2021-09-21 13:28:50.303000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-09-21 13:28:50.303000-07:00,status_change,2021-09-21 13:28:50.303000-07:00
91,In Progress,Resolved,CART-974,2021-09-21 13:28:50.303000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-09-21 13:28:50.303000-07:00,status_change,2021-09-21 13:28:50.303000-07:00
92,In Progress,Resolved,CART-974,2021-09-21 13:28:50.303000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-09-21 13:28:50.303000-07:00,status_change,2021-09-21 13:28:50.303000-07:00
93,In Review,In Progress,CART-974,2021-08-26 10:33:11.047000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-26 10:33:11.047000-07:00,status_change,2021-08-26 10:33:11.047000-07:00
94,In Review,In Progress,CART-974,2021-08-26 10:33:11.047000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-26 10:33:11.047000-07:00,status_change,2021-08-26 10:33:11.047000-07:00
95,In Review,In Progress,CART-974,2021-08-26 10:33:11.047000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-26 10:33:11.047000-07:00,status_change,2021-08-26 10:33:11.047000-07:00
96,In Progress,In Review,CART-974,2021-08-12 11:27:14-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-12 11:27:14-07:00,status_change,2021-08-12 11:27:14-07:00
97,In Progress,In Review,CART-974,2021-08-12 11:27:14-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-12 11:27:14-07:00,status_change,2021-08-12 11:27:14-07:00
98,In Progress,In Review,CART-974,2021-08-12 11:27:14-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-12 11:27:14-07:00,status_change,2021-08-12 11:27:14-07:00
99,In Review,In Progress,CART-974,2021-08-03 12:17:03-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-03 12:17:03-07:00,status_change,2021-08-03 12:17:03-07:00
100,In Review,In Progress,CART-974,2021-08-03 12:17:03-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-03 12:17:03-07:00,status_change,2021-08-03 12:17:03-07:00
101,In Review,In Progress,CART-974,2021-08-03 12:17:03-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-03 12:17:03-07:00,status_change,2021-08-03 12:17:03-07:00
102,In Progress,In Review,CART-974,2021-07-22 09:50:19-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-22 09:50:19-07:00,status_change,2021-07-22 09:50:19-07:00
103,In Progress,In Review,CART-974,2021-07-22 09:50:19-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-22 09:50:19-07:00,status_change,2021-07-22 09:50:19-07:00
104,In Progress,In Review,CART-974,2021-07-22 09:50:19-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-22 09:50:19-07:00,status_change,2021-07-22 09:50:19-07:00
105,Open,In Progress,CART-974,2021-07-09 10:44:59-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-09 10:44:59-07:00,status_change,2021-07-09 10:44:59-07:00
106,Open,In Progress,CART-974,2021-07-09 10:44:59-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-09 10:44:59-07:00,status_change,2021-07-09 10:44:59-07:00
107,Open,In Progress,CART-974,2021-07-09 10:44:59-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-09 10:44:59-07:00,status_change,2021-07-09 10:44:59-07:00
108,In Progress,Resolved,CART-974,2021-09-21 13:28:50.303000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-09-21 13:28:50.303000-07:00,status_change,2021-09-21 13:28:50.303000-07:00
109,In Progress,Resolved,CART-974,2021-09-21 13:28:50.303000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-09-21 13:28:50.303000-07:00,status_change,2021-09-21 13:28:50.303000-07:00
110,In Progress,Resolved,CART-974,2021-09-21 13:28:50.303000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-09-21 13:28:50.303000-07:00,status_change,2021-09-21 13:28:50.303000-07:00
111,In Review,In Progress,CART-974,2021-08-26 10:33:11.047000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-26 10:33:11.047000-07:00,status_change,2021-08-26 10:33:11.047000-07:00
112,In Review,In Progress,CART-974,2021-08-26 10:33:11.047000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-26 10:33:11.047000-07:00,status_change,2021-08-26 10:33:11.047000-07:00
113,In Review,In Progress,CART-974,2021-08-26 10:33:11.047000-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-26 10:33:11.047000-07:00,status_change,2021-08-26 10:33:11.047000-07:00
114,In Progress,In Review,CART-974,2021-08-12 11:27:14-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-12 11:27:14-07:00,status_change,2021-08-12 11:27:14-07:00
115,In Progress,In Review,CART-974,2021-08-12 11:27:14-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-12 11:27:14-07:00,status_change,2021-08-12 11:27:14-07:00
116,In Progress,In Review,CART-974,2021-08-12 11:27:14-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-03 12:17:03-07:00,status_change,2021-08-12 11:27:14-07:00
117,In Review,In Progress,CART-974,2021-08-03 12:17:03-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-08-03 12:17:03-07:00,status_change,2021-08-03 12:17:03-07:00
118,In Review,In Progress,CART-974,2021-08-03 12:17:03-07:00,Story,CART,CART-647,"2.2 Community Release,2.2 Community Release,2.2 Community Release",2021-07-22 09:50:19-07:00,status_change,2021-08-03 12:17:03-07:00
